Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15,Year,Role
Blitzcrank,6,6,16,2,4,33,2,35:41:00,0.5,147,260,-2.3,684,273,2019,Support
Galio,7,5,16,2,5,29,1.8,30:20:00,1.9,165,232,6.6,-123,-64,2019,Support
Pyke,6,6,16,1,5,17,1.8,33:07:00,1.7,123,268,-0.3,-180,-523,2019,Support
Tahm Kench,7,4,14,5,2,71,6.2,35:08:00,2.5,143,296,19.7,325,389,2019,Support
Ornn,2,4,8,1,1,50,3.2,29:56:00,1.9,210,240,1,-222,-249,2019,Support
Karma,1,2,4,1,0,100,6.5,36:21:00,0.4,154,227,-2,-329,91,2019,Support
Shen,3,0,4,1,2,33,1.4,28:09:00,2.1,122,248,7.3,-342,-368,2019,Support
Lulu,2,0,3,1,1,50,4.4,38:09:00,0.6,129,239,-22,-639,-474,2019,Support
Volibear,1,1,3,0,1,0,1.8,26:49:00,1.3,125,210,0,-150,139,2019,Support
Fiddlesticks,1,0,1,1,0,100,3.3,33:47:00,0.5,147,256,-1,-1506,-1221,2019,Support
Poppy,1,0,1,1,0,100,4.5,38:14:00,2.2,188,306,-3,132,225,2019,Support
Bard,1,0,1,0,1,0,1.4,39:04:00,0.8,326,233,-27,-1000,-471,2019,Support
Alistar,28,47,97,15,13,54,3.1,31:47:00,1.5,113,232,2.6,-153,24,2018,Support
Rakan,31,25,73,17,14,55,3.9,31:35:00,0.5,152,245,-17.2,51,-53,2018,Support
Tahm Kench,16,34,65,7,9,44,2.4,34:00:00,2,112,242,6.6,208,212,2018,Support
Thresh,21,15,47,9,12,43,2.9,33:16:00,1,143,226,2.4,24,25,2018,Support
Braum,24,6,39,13,11,54,3.9,31:06:00,1.9,146,249,7.9,102,-55,2018,Support
Shen,8,12,26,5,3,63,2.8,34:23:00,2,100,247,13.8,58,2,2018,Support
Gragas,10,9,25,3,7,30,1.6,33:32:00,0.7,206,219,-16.3,-212,-231,2018,Support
Leona,11,2,17,7,4,64,3.2,31:37:00,1.8,122,250,16.5,-51,150,2018,Support
Poppy,1,3,5,0,1,0,1.2,47:40:00,2,140,250,-1,41,-305,2018,Support
Nautilus,2,1,4,1,1,50,1.7,42:45:00,2.1,176,234,5.5,-108,-310,2018,Support
Nami,1,0,1,0,1,0,0.3,22:54,0.4,167,181,-12,-721,-742,2018,Support
Bard,1,0,1,0,1,0,1.5,32:20:00,0.8,208,213,-14,-457,695,2018,Support
Janna,44,32,95,31,13,70,9.3,36:31:00,0.7,67,332,0.8,320,221,2017,Support
Lulu,47,28,94,19,28,40,4,36:35:00,0.7,95,300,-2,-135,-152,2017,Support
Rakan,20,34,68,11,9,55,4,34:41:00,0.7,119,300,-2.4,37,-2,2017,Support
Taric,18,2,25,7,11,39,4.6,32:43:00,1,68,277,2.8,-383,-3,2017,Support
Trundle,1,11,15,1,0,100,13,25:16:00,1.4,160,298,-1,333,72,2017,Support
Karma,8,3,14,2,6,25,1.7,32:05:00,0.7,134,275,1.8,-228,-158,2017,Support
Thresh,3,4,9,1,2,33,4.8,41:00:00,0.8,77,266,-1,-176,106,2017,Support
Blitzcrank,3,3,8,1,2,33,2.1,34:58:00,1,167,262,0.3,136,-117,2017,Support
Soraka,4,1,6,3,1,75,2.9,40:17:00,0.6,115,285,6.2,-95,-275,2017,Support
Alistar,2,2,5,0,2,0,1.2,32:33:00,0.8,120,235,-28,-344,-234,2017,Support
Leona,3,1,5,2,1,67,4.6,37:15:00,1.5,132,293,16,363,669,2017,Support
Morgana,2,0,3,0,2,0,5.8,42:26:00,0.5,188,316,-0.5,768,556,2017,Support
Braum,1,1,3,1,0,100,13,37:27:00,1.7,126,279,9,52,223,2017,Support
Nami,1,0,1,0,1,0,3.5,45:18:00,0.5,205,279,4,-1022,-1676,2017,Support
Sona,1,0,1,0,1,0,1.3,31:52:00,1.2,70,294,-3,-226,-686,2017,Support
Zilean,1,0,1,0,1,0,2.8,48:00:00,0.7,258,299,1,-303,-479,2017,Support
Tahm Kench,1,0,1,1,0,100,1,37:47:00,1.6,144,268,19,-14,-213,2017,Support
Karma,37,16,69,17,20,46,3.1,38:25:00,0.8,187,255,-2.9,-83,-111,2016,Support
Alistar,23,5,36,15,8,65,3.5,37:50:00,1,119,256,4.2,-136,-138,2016,Support
Zyra,22,5,35,14,8,64,3,38:20:00,0.9,425,288,-2.5,183,-112,2016,Support
Nami,24,2,34,10,14,42,4.6,40:22:00,0.5,141,258,-6.1,102,166,2016,Support
Tahm Kench,11,12,30,6,5,55,3.1,39:22:00,1.3,192,271,4.8,-54,-183,2016,Support
Bard,12,5,22,3,9,25,1.8,35:00:00,0.6,189,250,-5,-290,396,2016,Support
Braum,16,0,21,6,10,38,2.8,36:39:00,1.2,146,248,6.7,16,-3,2016,Support
Kennen,1,14,19,0,1,0,1.7,51:07:00,1.5,307,259,6,-375,-42,2016,Support
Brand,1,8,12,1,0,100,7,40:24:00,0.8,551,315,-3,227,808,2016,Support
Miss Fortune,3,4,9,3,0,100,3.4,37:21:00,1.4,411,331,7,666,597,2016,Support
Soraka,2,1,4,1,1,50,3.7,42:20:00,0.5,69,256,2.5,-376,-582,2016,Support
Trundle,1,1,3,0,1,0,0.5,36:17:00,1.3,107,216,4,-374,236,2016,Support
Taric,1,0,1,1,0,100,1.3,66:20:00,2,128,294,4,120,25,2016,Support
